Jurisdiction,Prob,Topic,Accuracy
    South Dakota  ,0.8711603744176892, 44,  0.520290
       Tennessee  ,0.8881408263639652, 44,  0.772811
           Texas  ,0.9260614266361189, 44,  0.782891
            Utah  ,0.5179792733832485, 44,  0.663068
         Vermont  ,0.9545759892225077, 44,  0.771008
        Virginia  ,0.9225854064945129, 44,  0.734792
      Washington  ,0.8722032579530045, 44,  0.769203
   West Virginia  ,0.9483969391254508, 44,  0.828189
       Wisconsin  ,0.9653627599517395, 44,  0.801786
         Wyoming  ,0.8122923763300725, 44,  0.724265
         Alabama  ,0.8685856335803249, 45,  0.664640
          Alaska  ,0.9495418928538372, 45,  0.893333
         Arizona  ,0.9319825553088522, 45,  0.638748
        Arkansas  ,0.8648150454366856, 45,  0.691108
      California  ,0.9022242875759919, 45,  0.761333
        Colorado  ,0.8304250174164964, 45,  0.475644
     Connecticut  ,0.9927154553227727, 45,  0.930233
        Delaware  ,0.8253998070079025, 45,  0.680180
         Florida  ,0.9782939581721699, 45,  0.864704
         Georgia  ,0.852884747859674, 45,  0.763183
          Hawaii  ,0.9530622733343475, 45,  0.809088
           Idaho  ,0.9449030675698301, 45,  0.832236
        Illinois  ,0.9652600583432951, 45,  0.846691
         Indiana  ,0.9684437554271629, 45,  0.914727
            Iowa  ,0.9445380480961216, 45,  0.832817
          Kansas  ,0.9507015455542623, 45,  0.066667
        Kentucky  ,0.8227595067982351, 45,  0.535385
       Louisiana  ,0.8172097304047475, 45,  0.700874
           Maine  ,0.9144847352361187, 45,  0.528715
        Maryland  ,0.8958554834326242, 45,  0.716972
   Massachusetts  ,0.9976317484826009, 45,  0.849682
        Michigan  ,0.9221403339498565, 45,  0.746582
       Minnesota  ,0.9938536318748163, 45,  0.897027
     Mississippi  ,0.9633825048960534, 45,  0.807997
        Missouri  ,0.9845558325953981, 45,  0.496377
         Montana  ,0.785510478556865, 45,  0.763054
        Nebraska  ,0.9962698517814702, 45,  0.820513
          Nevada  ,0.8474440370320022, 45,  0.572034
   New Hampshire  ,0.729515795828286, 45,  0.546296
      New Jersey  ,0.9748296989768448, 45,  0.892283
      New Mexico  ,0.9878498375040149, 45,  0.775988
        New York  ,0.9804122217836203, 45,  0.899050
  North Carolina  ,0.9147924292451723, 45,  0.736044
    North Dakota  ,0.8175985635870018, 45,  0.500000
            Ohio  ,0.9635261484521744, 45,  0.800493
        Oklahoma  ,0.8943638455255534, 45,  0.811732
          Oregon  ,0.9548182468891411, 45,  0.869354
    Pennsylvania  ,0.9185244423331649, 45,  0.635906
    Rhode Island  ,0.936916587939403, 45,  0.662846
  South Carolina  ,0.9454881166750304, 45,  0.797783
    South Dakota  ,0.8675719186771185, 45,  0.526087
       Tennessee  ,0.8884263371666643, 45,  0.777232
           Texas  ,0.9266815653798178, 45,  0.758212
            Utah  ,0.530600921957385, 45,  0.650832
         Vermont  ,0.9596053681616015, 45,  0.786064
        Virginia  ,0.9228830713920195, 45,  0.748960
      Washington  ,0.8752539860782568, 45,  0.752468
   West Virginia  ,0.9458827898550599, 45,  0.791294
       Wisconsin  ,0.9653262078092029, 45,  0.758259
         Wyoming  ,0.8527266532664017, 45,  0.773897
         Alabama  ,0.8721017944078583,46 , 0.643356
          Alaska  ,0.9499008924853538,46 , 0.870000
         Arizona  ,0.8720170711935924,46 , 0.587643
        Arkansas  ,0.8506904962727866,46 , 0.733670
      California  ,0.9032272126060308,46 , 0.757654
        Colorado  ,0.8354057450719378,46 , 0.840222
     Connecticut  ,0.9925315021393741,46 , 0.933430
        Delaware  ,0.8092070579584639,46 , 0.670111
         Florida  ,0.9841944106051257,46 , 0.895117
         Georgia  ,0.8613484697436793,46 , 0.775198
          Hawaii  ,0.9501145929399085,46 , 0.816081
           Idaho  ,0.9450423330752251,46 , 0.832290
        Illinois  ,0.9652665671169314,46 , 0.840916
         Indiana  ,0.9590614336420333,46 , 0.907797
            Iowa  ,0.9448009539190947,46 , 0.832833
          Kansas  ,0.9546800468046454,46 , 0.200000
        Kentucky  ,0.8286754819152922,46 , 0.538252
       Louisiana  ,0.81282472243785,46 , 0.709019
           Maine  ,0.9133679119283108,46 , 0.538364
        Maryland  ,0.8953984601717389,46 , 0.706876
   Massachusetts  ,0.9967688624208348,46 , 0.829180
        Michigan  ,0.9237897584572292,46 , 0.720494
       Minnesota  ,0.994529822679184,46 , 0.891751
     Mississippi  ,0.9592072684558663,46 , 0.815230
        Missouri  ,0.980270942230405,46 , 0.533816
         Montana  ,0.8330510462507523,46 , 0.729467
        Nebraska  ,0.9941465609564996,46 , 0.782313
          Nevada  ,0.8367812429414416,46 , 0.520127
   New Hampshire  ,0.6842132495367765,46 , 0.552189
      New Jersey  ,0.9746486271290182,46 , 0.892402
      New Mexico  ,0.9843808151859665,46 , 0.768484
        New York  ,0.9801901984817675,46 , 0.900157
  North Carolina  ,0.941298926509624,46 , 0.762275
    North Dakota  ,0.8276946951344724,46 , 0.620155
            Ohio  ,0.9635955011815847,46 , 0.763547
        Oklahoma  ,0.8938965583024642,46 , 0.803073
          Oregon  ,0.957166580121476,46 , 0.881551
    Pennsylvania  ,0.9081773915006459,46 , 0.619799
    Rhode Island  ,0.9324798898916891,46 , 0.662878
  South Carolina  ,0.9593292853238562,46 , 0.764536
    South Dakota  ,0.8780225846455306,46 , 0.678261
       Tennessee  ,0.8885820003331986,46 , 0.771826
           Texas  ,0.926165939666673,46 , 0.785900
            Utah  ,0.5222398674539969,46 , 0.645614
         Vermont  ,0.9586418491631197,46 , 0.763305
        Virginia  ,0.9225391012931207,46 , 0.750473
      Washington  ,0.8742168025657431,46 , 0.752407
   West Virginia  ,0.9523818052362584,46 , 0.790590
       Wisconsin  ,0.9657020562033212,46 , 0.810714
         Wyoming  ,0.8045694872564774,46 , 0.770221
         Alabama  ,0.8857484468270391, 47,  0.670495
          Alaska  ,0.9496827942869589, 47,  0.893333
         Arizona  ,0.8981527928464791, 47,  0.670674
        Arkansas  ,0.8712180419447435, 47,  0.703329
      California  ,0.9021198720089815, 47,  0.761641
        Colorado  ,0.8342315543296397, 47,  0.460636
     Connecticut  ,0.9925904151607927, 47,  0.932994
        Delaware  ,0.8241593646217329, 47,  0.635665
         Florida  ,0.9846620667798802, 47,  0.894792
         Georgia  ,0.861625892167737, 47,  0.802774
          Hawaii  ,0.9503834662553052, 47,  0.821296
           Idaho  ,0.9447062879787305, 47,  0.835593
        Illinois  ,0.9768994886038859, 47,  0.845228
         Indiana  ,0.9683261258122375, 47,  0.915466
            Iowa  ,0.9443311120738288, 47,  0.836203
          Kansas  ,0.9504437542648146, 47,  0.066667
        Kentucky  ,0.8225707769133592, 47,  0.536889
       Louisiana  ,0.8175035078332297, 47,  0.694444
           Maine  ,0.9144131935738674, 47,  0.623993
        Maryland  ,0.8961452833327841, 47,  0.718450
   Massachusetts  ,0.4030525592229852, 47,  0.936815
        Michigan  ,0.919460116494851, 47,  0.724425
       Minnesota  ,0.9943397930337866, 47,  0.888630
     Mississippi  ,0.9673809661864881, 47,  0.814336
        Missouri  ,0.9852896196585801, 47,  0.669082
         Montana  ,0.7889401077731052, 47,  0.771451
        Nebraska  ,0.9999985554897353, 47,  0.863946
          Nevada  ,0.8467634303386244, 47,  0.565678
   New Hampshire  ,0.715497325907158, 47,  0.566498
      New Jersey  ,0.975088906385062, 47,  0.891933
      New Mexico  ,0.964579813939264, 47,  0.732951
        New York  ,0.9803458592025017, 47,  0.899782
  North Carolina  ,0.9464361255266938, 47,  0.791722
    North Dakota  ,0.8256854946472, 47,  0.647287
            Ohio  ,0.9636350155729846, 47,  0.798030
        Oklahoma  ,0.8939003921538689, 47,  0.820276
          Oregon  ,0.9583244474697484, 47,  0.880217
    Pennsylvania  ,0.9098307403275233, 47,  0.635757
    Rhode Island  ,0.9415226346194457, 47,  0.676176
  South Carolina  ,0.9453335967411315, 47,  0.801478
    South Dakota  ,0.8707071498734611, 47,  0.515942
       Tennessee  ,0.8887694944061417, 47,  0.775583
           Texas  ,0.9260770416934174, 47,  0.784078
            Utah  ,0.5176389457872622, 47,  0.663878
         Vermont  ,0.967369018852533, 47,  0.816176
        Virginia  ,0.9227706776534348, 47,  0.749136
      Washington  ,0.8714646088259657, 47,  0.769992
   West Virginia  ,0.9380969175444683, 47,  0.755404
       Wisconsin  ,0.9660960615339611, 47,  0.806250
         Wyoming  ,0.8524312347525727, 47,  0.762868
         Alabama  ,0.8607640701162187, 48,  0.708559
          Alaska  ,0.9499433614313977, 48,  0.883333
         Arizona  ,0.8971165032204698, 48,  0.656584
        Arkansas  ,0.8292316872569209, 48,  0.737885
      California  ,0.9020977241225471, 48,  0.761430
        Colorado  ,0.8351160084552338, 48,  0.466218
     Connecticut  ,0.992560647370144, 48,  0.933430
        Delaware  ,0.8142769323272463, 48,  0.678590
         Florida  ,0.9846327837581665, 48,  0.894892
         Georgia  ,0.8532946495819993, 48,  0.772295
          Hawaii  ,0.9504081806916561, 48,  0.820785
           Idaho  ,0.9448341254907484, 48,  0.832040
        Illinois  ,0.9647746205177394, 48,  0.839870
         Indiana  ,0.9696302126796555, 48,  0.906596
            Iowa  ,0.9445897777294359, 48,  0.832595
          Kansas  ,0.9533730778470644, 48,  0.200000
        Kentucky  ,0.8257558223922963, 48,  0.517223
       Louisiana  ,0.8171184326850343, 48,  0.661008
           Maine  ,0.9145473236659905, 48,  0.567266
        Maryland  ,0.896365957292379, 48,  0.719958
   Massachusetts  ,0.996905322945436, 48,  0.842612
        Michigan  ,0.9214506210025584, 48,  0.736386
       Minnesota  ,0.994305599166336, 48,  0.889652
     Mississippi  ,0.965643480758712, 48,  0.815840
        Missouri  ,0.9825209316160384, 48,  0.733092
         Montana  ,0.7882261229143253, 48,  0.745736
        Nebraska  ,0.9999987136657907, 48,  0.799581
          Nevada  ,0.8595603994013314, 48,  0.609110
   New Hampshire  ,0.7262993203496015, 48,  0.569024
      New Jersey  ,0.9750252010548109, 48,  0.891763
      New Mexico  ,0.9862838888944436, 48,  0.762746
        New York  ,0.9801098480447029, 48,  0.901470
  North Carolina  ,0.9449462230605241, 48,  0.786427
    North Dakota  ,0.8139304020218882, 48,  0.624892
            Ohio  ,0.96353900831954, 48,  0.798030
        Oklahoma  ,0.8938766011355063, 48,  0.824266
          Oregon  ,0.9585883494689215, 48,  0.879455
    Pennsylvania  ,0.910004977144015, 48,  0.631133
    Rhode Island  ,0.9994859536482952, 48,  0.655092
  South Carolina  ,0.9442966822508894, 48,  0.757308
    South Dakota  ,0.8651187352397318, 48,  0.536232
       Tennessee  ,0.8887369819304025, 48,  0.769439
           Texas  ,0.9260142028230492, 48,  0.766770
            Utah  ,0.5102434270119097, 48,  0.664777
         Vermont  ,0.9508735001746419, 48,  0.727591
        Virginia  ,0.9226197317904983, 48,  0.745624
      Washington  ,0.867378986047295, 48,  0.747973
   West Virginia  ,0.9266582217196325, 48,  0.815321
       Wisconsin  ,0.9674501111453868, 48,  0.797768
         Wyoming  ,0.852424932295012, 48,  0.770221
         Alabama  ,0.8830900556412351, 49,  0.692342
          Alaska  ,0.949835894667282, 49,  0.893333
         Arizona  ,0.8983089425067188, 49,  0.663629
        Arkansas  ,0.8696458571608586, 49,  0.727349
      California  ,0.8994127155217061, 49,  0.761853
        Colorado  ,0.8201819610350225, 49,  0.463525
     Connecticut  ,0.9927578244467774, 49,  0.923837
        Delaware  ,0.9216444233255783, 49,  0.686804
         Florida  ,0.9858475688958591, 49,  0.886745
         Georgia  ,0.8378847588761319, 49,  0.785518
          Hawaii  ,0.9505837945814289, 49,  0.820427
           Idaho  ,0.9450627077654056, 49,  0.831641
        Illinois  ,0.9648945013929141, 49,  0.840737
         Indiana  ,0.9679969097841026, 49,  0.909460
            Iowa  ,0.9447158140001868, 49,  0.832245
          Kansas  ,0.9550828627239195, 49,  0.133333
        Kentucky  ,0.8222071265061256, 49,  0.541635
       Louisiana  ,0.8171803226661296, 49,  0.699074
           Maine  ,0.914622283908719, 49,  0.590313
        Maryland  ,0.8967217869390094, 49,  0.725037
   Massachusetts  ,0.9968542432591562, 49,  0.833996
        Michigan  ,0.9201986686181778, 49,  0.736728
       Minnesota  ,0.9943795875893962, 49,  0.890786
     Mississippi  ,0.9685010027376233, 49,  0.809419
        Missouri  ,0.9814752114723378, 49,  0.706522
         Montana  ,0.7885138851604053, 49,  0.726581
        Nebraska  ,0.9989717594188499, 49,  0.799581
          Nevada  ,0.8447174976872454, 49,  0.563559
   New Hampshire  ,0.7241682132535259, 49,  0.563131
      New Jersey  ,0.9739684318973097, 49,  0.890556
      New Mexico  ,0.9865592591390822, 49,  0.768925
        New York  ,0.9800267075083974, 49,  0.894107
  North Carolina  ,0.8665227299707295, 49,  0.761488
    North Dakota  ,0.8178858452457122, 49,  0.631783
            Ohio  ,0.9637081080987299, 49,  0.796798
        Oklahoma  ,0.8939433138134778, 49,  0.818378
          Oregon  ,0.9567607379214607, 49,  0.858014
    Pennsylvania  ,0.909937615962819, 49,  0.633594
    Rhode Island  ,0.9392432913885604, 49,  0.691062
  South Carolina  ,0.9457327558847393, 49,  0.792644
    South Dakota  ,0.8704797857931594, 49,  0.521739
       Tennessee  ,0.8889261957520552, 49,  0.772757
           Texas  ,0.9262610839422215, 49,  0.757853
            Utah  ,0.5238460454786138, 49,  0.653261
         Vermont  ,0.9671318125342547, 49,  0.791317
        Virginia  ,0.9230105521403215, 49,  0.747245
      Washington  ,0.8641371322262998, 49,  0.776067
   West Virginia  ,0.9492664183066589, 49,  0.811903
       Wisconsin  ,0.9647906390089819, 49,  0.808482
         Wyoming  ,0.8395093918595691, 49,  0.740809
         Alabama  ,0.8830699877247026, 50,  0.683671
          Alaska  ,0.9501814648399791, 50,  0.863333
         Arizona  ,0.8814722472664249, 50,  0.604529
        Arkansas  ,0.8627608985632073, 50,  0.724399
      California  ,0.9023466080698396, 50,  0.761560
        Colorado  ,0.8339852047846286, 50,  0.459036
     Connecticut  ,0.9926714342431774, 50,  0.932703
        Delaware  ,0.821474023959615, 50,  0.676206
         Florida  ,0.9838435134453407, 50,  0.852009
         Georgia  ,0.8634917888346738, 50,  0.793743
          Hawaii  ,0.9505884035587616, 50,  0.820690
           Idaho  ,0.9449691886885264, 50,  0.832194
        Illinois  ,0.9650419958991752, 50,  0.838966
         Indiana  ,0.9575250182986451, 50,  0.896896
            Iowa  ,0.9447443044834402, 50,  0.832726
          Kansas  ,0.9659351736933882, 50,  0.088889
        Kentucky  ,0.8345715533044646, 50,  0.549554
       Louisiana  ,0.8172450920460474, 50,  0.684328
           Maine  ,0.9134265491991861, 50,  0.537287
        Maryland  ,0.8966401213708942, 50,  0.715680
   Massachusetts  ,0.9924685973876192, 50,  0.830815
        Michigan  ,0.9115440049607653, 50,  0.703919
       Minnesota  ,0.9944297909273659, 50,  0.885056
     Mississippi  ,0.9675580230621127, 50,  0.812833
        Missouri  ,0.9822285525672336, 50,  0.602657
         Montana  ,0.7903163776612875, 50,  0.720808
        Nebraska  ,0.9997281668073276, 50,  0.848770
          Nevada  ,0.8469574514808726, 50,  0.577331
   New Hampshire  ,0.6491174468615319, 50,  0.584175
      New Jersey  ,0.9753420800492989, 50,  0.890486
      New Mexico  ,0.9424233329669867, 50,  0.693004
        New York  ,0.9798162278157815, 50,  0.888651
  North Carolina  ,0.9439877620758369, 50,  0.787825
    North Dakota  ,0.8253873358372392, 50,  0.640827
            Ohio  ,0.9634006881881705, 50,  0.800493
        Oklahoma  ,0.8938700448571157, 50,  0.812594
          Oregon  ,0.9585655947440529, 50,  0.881837
    Pennsylvania  ,0.9123349021849612, 50,  0.648658
    Rhode Island  ,0.939220371762509, 50,  0.669231
  South Carolina  ,0.9459473448890549, 50,  0.784292
    South Dakota  ,0.8740776317540525, 50,  0.694203
       Tennessee  ,0.8890267420268924, 50,  0.775294
           Texas  ,0.926403982729024, 50,  0.773836
            Utah  ,0.5176860522023261, 50,  0.663698
         Vermont  ,0.9654778794769008, 50,  0.815126
        Virginia  ,0.9225195829622401, 50,  0.743247
      Washington  ,0.8701830308857864, 50,  0.763311
   West Virginia  ,0.9509130938980495, 50,  0.820951
       Wisconsin  ,0.9535075584759558, 50,  0.816295
         Wyoming  ,0.8503410261772948, 50,  0.772059
         Alabama  ,0.8910211698872781, 51,  0.661599
          Alaska  ,0.950431063062483, 51,  0.866667
         Arizona  ,0.9011378645784012, 51,  0.646519
        Arkansas  ,0.8606111945802414, 51,  0.713021
      California  ,0.9021267334483385, 51,  0.761593
        Colorado  ,0.833540205801527, 51,  0.459582
     Connecticut  ,0.9926131828369572, 51,  0.932849
        Delaware  ,0.8308311163924187, 51,  0.669846
         Florida  ,0.9846026829338307, 51,  0.895292
         Georgia  ,0.8618609783307354, 51,  0.803177
          Hawaii  ,0.9503217481118679, 51,  0.821340
           Idaho  ,0.9450416428480491, 51,  0.832026
        Illinois  ,0.9650305719949375, 51,  0.841616
         Indiana  ,0.9694543669468904, 51,  0.916390
            Iowa  ,0.9447810162567275, 51,  0.832582
          Kansas  ,0.905944276801416, 51,  0.266667
        Kentucky  ,0.8330186061745193, 51,  0.571264
       Louisiana  ,0.8173000850606359, 51,  0.696416
           Maine  ,0.9139794524530312, 51,  0.593264
        Maryland  ,0.8965077057175648, 51,  0.713186
   Massachusetts  ,0.9968303778003748, 51,  0.830019
        Michigan  ,0.9256665126074899, 51,  0.733652
       Minnesota  ,0.9942161870296481, 51,  0.892772
     Mississippi  ,0.967834445066305, 51,  0.813036
        Missouri  ,0.9874067424973937, 51,  0.560386
         Montana  ,0.7899259309532037, 51,  0.746261
        Nebraska  ,0.9999875844058004, 51,  0.783359
          Nevada  ,0.8479025875413343, 51,  0.559322
   New Hampshire  ,0.7190913433830367, 51,  0.597643
      New Jersey  ,0.9752240887319491, 51,  0.891115
      New Mexico  ,0.9604825729111813, 51,  0.728095
        New York  ,0.9805079376463564, 51,  0.901555
  North Carolina  ,0.9470498970049378, 51,  0.791256
    North Dakota  ,0.8196636217708096, 51,  0.666236
            Ohio  ,0.9636376743050068, 51,  0.798030
        Oklahoma  ,0.8943645054724954, 51,  0.808512
          Oregon  ,0.9589310581572025, 51,  0.879646
    Pennsylvania  ,0.9100652656771122, 51,  0.635794
    Rhode Island  ,0.9428772717723174, 51,  0.667611
  South Carolina  ,0.9460541495785533, 51,  0.773049
    South Dakota  ,0.8687346457609421, 51,  0.515942
       Tennessee  ,0.8885221709788838, 51,  0.775016
           Texas  ,0.926156061745609, 51,  0.771021
            Utah  ,0.5177121938827813, 51,  0.662528
         Vermont  ,0.9671536917422753, 51,  0.781863
        Virginia  ,0.9223825438309069, 51,  0.745759
      Washington  ,0.873445377620717, 51,  0.770782
   West Virginia  ,0.9488553128420084, 51,  0.811199
       Wisconsin  ,0.9659143833537842, 51,  0.797098
         Wyoming  ,0.8514674492863203, 51,  0.762868
         Alabama  ,0.8854842187128209,  5,0.671396
          Alaska  ,0.9498021087486981,  5,0.893333
         Arizona  ,0.8973953952985826,  5,0.666984
        Arkansas  ,0.8703533092460396,  5,0.716393
      California  ,0.903957105527396,  5,0.759823
        Colorado  ,0.8354304097284836,  5,0.458704
     Connecticut  ,0.9925981635635515,  5,0.932994
        Delaware  ,0.8224870557793276,  5,0.677001
         Florida  ,0.9845318907660267,  5,0.895792
         Georgia  ,0.8646329131361523,  5,0.803822
          Hawaii  ,0.9580694314855719,  5,0.819406
           Idaho  ,0.9449554080123863,  5,0.832134
        Illinois  ,0.9648803518333128,  5,0.840897
         Indiana  ,0.968029475149491,  5,0.915835
            Iowa  ,0.9446688585851442,  5,0.832692
          Kansas  ,0.9550828134015905,  5,0.066667
        Kentucky  ,0.822775332513473,  5,0.535879
       Louisiana  ,0.817307092486264,  5,0.696502
           Maine  ,0.9140526897636395,  5,0.582584
        Maryland  ,0.8963343952562286,  5,0.716264
   Massachusetts  ,0.2635353333915228,  5,0.933766
        Michigan  ,0.9210208243851934,  5,0.736785
       Minnesota  ,0.9944493444075477,  5,0.892034
     Mississippi  ,0.9681319729476505,  5,0.814499
        Missouri  ,0.985166380456177,  5,0.67029
         Montana  ,0.7855411940875112,  5,0.777749
        Nebraska  ,0.9999945450051589,  5,0.85034
          Nevada  ,0.8475693341413628,  5,0.576271
   New Hampshire  ,0.7192311025541495,  5,0.566498
      New Jersey  ,0.9751222265870566,  5,0.894728
      New Mexico  ,0.9433369177652332,  5,0.724343
        New York  ,0.9803312598871136,  5,0.899939
  North Carolina  ,0.9464231407093453,  5,0.792402
    North Dakota  ,0.8223240076876137,  5,0.653747
            Ohio  ,0.9636179623680011,  5,0.79803
        Oklahoma  ,0.8940450966255978,  5,0.822288
          Oregon  ,0.9323803350049495,  5,0.877073
    Pennsylvania  ,0.9099230454067632,  5,0.63516
    Rhode Island  ,0.9329057305490158,  5,0.671504
  South Carolina  ,0.9452638874375182,  5,0.802923
    South Dakota  ,0.8707357121994794,  5,0.515942
       Tennessee  ,0.8888050636381141,  5,0.77355
           Texas  ,0.9260312247242328,  5,0.785071
            Utah  ,0.5181564535362679,  5,0.663698
         Vermont  ,0.9663864418103544,  5,0.79972
        Virginia  ,0.9227065547780485,  5,0.749082
      Washington  ,0.8719845404590556,  5,0.769021
   West Virginia  ,0.9493661721428236,  5,0.812607
       Wisconsin  ,0.9657905655153433,  5,0.799554
         Wyoming  ,0.8507665308423003,  5,0.768382
         Alabama  ,0.8648315565231979,  5,0.651239
          Alaska  ,0.9494550202891048,  5,0.893333
         Arizona  ,0.8964400326210586,  5,0.674699
        Arkansas  ,0.8529069170689247,  5,0.733249
      California  ,0.9018137939463334,  5,0.762001
        Colorado  ,0.8339246199275184,  5,0.464539
     Connecticut  ,0.9925844935615266,  5,0.932994
        Delaware  ,0.8058840992010037,  5,0.650768
         Florida  ,0.9846758176454996,  5,0.894692
         Georgia  ,0.8610011669602603,  5,0.787534
          Hawaii  ,0.9505662199044708,  5,0.819862
           Idaho  ,0.9452498256154542,  5,0.832226
        Illinois  ,0.9651041558380858,  5,0.840741
         Indiana  ,0.9662536758215607,  5,0.916759
            Iowa  ,0.9449462876402493,  5,0.832776
          Kansas  ,0.9555356323168946,  5,0.111111
        Kentucky  ,0.8174074216999222,  5,0.546805
       Louisiana  ,0.8172605291479159,  5,0.682013
           Maine  ,0.9157502484621735,  5,0.58591
        Maryland  ,0.8994013290228815,  5,0.722852
   Massachusetts  ,0.9968079402940327,  5,0.835719
        Michigan  ,0.9176617160210141,  5,0.718501
       Minnesota  ,0.9945315043184929,  5,0.889992
     Mississippi  ,0.9681466892418731,  5,0.82803
        Missouri  ,0.9834614523908799,  5,0.68599
         Montana  ,0.7913336430377133,  5,0.758856
        Nebraska  ,0.9998669145328554,  5,0.85191
          Nevada  ,0.8471341006871606,  5,0.579449
   New Hampshire  ,0.7088270138585085,  5,0.55303
      New Jersey  ,0.9751196652936805,  5,0.891594
      New Mexico  ,0.9422634719714553,  5,0.722578
        New York  ,0.9806509873503357,  5,0.896827
  North Carolina  ,0.9391990127470297,  5,0.798064
    North Dakota  ,0.8128915133842953,  5,0.667959
            Ohio  ,0.963646806054196,  5,0.79803
        Oklahoma  ,0.895303353643597,  5,0.804625
          Oregon  ,0.9578950262269841,  5,0.880598
    Pennsylvania  ,0.9101555898657341,  5,0.624385
    Rhode Island  ,0.9017524260461833,  5,0.664715
  South Carolina  ,0.947003664256302,  5,0.78654
    South Dakota  ,0.8645026313489346,  5,0.492754
       Tennessee  ,0.8895006047404641,  5,0.769236
           Texas  ,0.9260865897270794,  5,0.785154
            Utah  ,0.5162287965390472,  5,0.660729
         Vermont  ,0.9620659202207876,  5,0.760854
        Virginia  ,0.9235562275649607,  5,0.744706
      Washington  ,0.8732528114211076,  5,0.763432
   West Virginia  ,0.9473008535798336,  5,0.812004
       Wisconsin  ,0.9660737010112228,  5,0.798214
         Wyoming  ,0.8505919886074303,  5,0.762868
         Alabama  ,0.8831462768504346,54 , 0.654279
          Alaska  ,0.9501194425509574,54 , 0.880000
         Arizona  ,0.8912057933186657,54 , 0.614761
        Arkansas  ,0.8740399962474685,54 , 0.709650
      California  ,0.9020331764290987,54 , 0.761275
        Colorado  ,0.8395453464492929,54 , 0.444887
     Connecticut  ,0.9924876656294539,54 , 0.934448
        Delaware  ,0.7767740681465563,54 , 0.645204
         Florida  ,0.982678892472121,54 , 0.896841
         Georgia  ,0.8611731436586071,54 , 0.792937
          Hawaii  ,0.9509347368370017,54 , 0.816664
           Idaho  ,0.9450424689454248,54 , 0.832121
        Illinois  ,0.9648798074378268,54 , 0.841065
         Indiana  ,0.9681881101735806,54 , 0.915650
            Iowa  ,0.9449236483239517,54 , 0.832650
          Kansas  ,0.9566546384290103,54 , 0.088889
        Kentucky  ,0.840265649638711,54 , 0.547039
       Louisiana  ,0.8173801032281683,54 , 0.689729
           Maine  ,0.9173059569517589,54 , 0.634814
        Maryland  ,0.8964786046551354,54 , 0.715587
   Massachusetts  ,0.9968110984202028,54 , 0.837089
        Michigan  ,0.9212077060655559,54 , 0.725564
       Minnesota  ,0.9951349902704837,54 , 0.896006
     Mississippi  ,0.9060503788647599,54 , 0.796578
        Missouri  ,0.9840946421074995,54 , 0.658213
         Montana  ,0.7885952007702731,54 , 0.757282
        Nebraska  ,0.9929469419061944,54 , 0.817373
          Nevada  ,0.8463644752486181,54 , 0.575212
   New Hampshire  ,0.7161391235812137,54 , 0.572391
      New Jersey  ,0.9752167265251115,54 , 0.891205
      New Mexico  ,0.9859243405113827,54 , 0.768484
        New York  ,0.9804894160592076,54 , 0.900250
  North Carolina  ,0.9306160566468419,54 , 0.770466
    North Dakota  ,0.8245405071545839,54 , 0.631783
            Ohio  ,0.9635535187339891,54 , 0.799261
        Oklahoma  ,0.8943252884878057,54 , 0.812594
          Oregon  ,0.9582832655149448,54 , 0.879646
    Pennsylvania  ,0.9100854696566397,54 , 0.635496
    Rhode Island  ,0.9386804809092488,54 , 0.685051
  South Carolina  ,0.9458085896260505,54 , 0.801156
    South Dakota  ,0.870404356444454,54 , 0.521739
       Tennessee  ,0.8890738258443365,54 , 0.773464
           Texas  ,0.9260936776932125,54 , 0.782283
            Utah  ,0.5167960190143087,54 , 0.663698
         Vermont  ,0.9661717840729178,54 , 0.816176
        Virginia  ,0.9235453428074785,54 , 0.745421
      Washington  ,0.8726789152107866,54 , 0.769051
   West Virginia  ,0.9492740207787741,54 , 0.815020
       Wisconsin  ,0.9643181052528405,54 , 0.802232
         Wyoming  ,0.8524646152464861,54 , 0.762868
         Alabama  ,0.8820161893220001, 55,  0.653941
          Alaska  ,0.9480698331602372, 55,  0.906667
         Arizona  ,0.8989963935894635, 55,  0.675818
        Arkansas  ,0.8574297285999192, 55,  0.661610
      California  ,0.9015425693196508, 55,  0.758809
        Colorado  ,0.8476593271004983, 55,  0.450703
     Connecticut  ,0.9925270990379136, 55,  0.933140
        Delaware  ,0.7836049225311528, 55,  0.669316
         Florida  ,0.9819853863682593, 55,  0.887795
         Georgia  ,0.8166180686434087, 55,  0.755362
          Hawaii  ,0.9505868420780327, 55,  0.820175
           Idaho  ,0.9450815724592647, 55,  0.831937
        Illinois  ,0.9651557208319499, 55,  0.840748
         Indiana  ,0.9682806135434843, 55,  0.915650
            Iowa  ,0.9447930109991574, 55,  0.832479
          Kansas  ,0.9554083706703413, 55,  0.066667
        Kentucky  ,0.8252926783686292, 55,  0.539145
       Louisiana  ,0.8174693341588777, 55,  0.672411
           Maine  ,0.912979149117551, 55,  0.487259
        Maryland  ,0.8970618935826538, 55,  0.725222
   Massachusetts  ,0.9968900588155472, 55,  0.844910
        Michigan  ,0.9188486261927239, 55,  0.706767
       Minnesota  ,0.994308547633372, 55,  0.888857
     Mississippi  ,0.9669397082866866, 55,  0.815311
        Missouri  ,0.9849854411735102, 55,  0.683575
